DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
8 May 2024 12:45,738,601,All Island
8 May 2024 13:00,683,618,All Island
8 May 2024 13:15,680,639,All Island
8 May 2024 13:30,676,649,All Island
8 May 2024 13:45,673,697,All Island
8 May 2024 14:00,670,723,All Island
8 May 2024 14:15,671,700,All Island
8 May 2024 14:30,672,705,All Island
8 May 2024 14:45,673,675,All Island
8 May 2024 15:00,674,663,All Island
8 May 2024 15:15,675,654,All Island
8 May 2024 15:30,675,628,All Island
8 May 2024 15:45,676,622,All Island
8 May 2024 16:00,676,590,All Island
8 May 2024 16:15,677,567,All Island
8 May 2024 16:30,677,567,All Island
8 May 2024 16:45,677,544,All Island
8 May 2024 17:00,678,522,All Island
8 May 2024 17:15,658,495,All Island
8 May 2024 17:30,639,517,All Island
8 May 2024 17:45,620,511,All Island
8 May 2024 18:00,600,455,All Island
8 May 2024 18:15,574,452,All Island
8 May 2024 18:30,548,415,All Island
8 May 2024 18:45,521,402,All Island
8 May 2024 19:00,529,360,All Island
8 May 2024 19:15,527,336,All Island
8 May 2024 19:30,524,337,All Island
8 May 2024 19:45,522,321,All Island
8 May 2024 20:00,519,322,All Island
8 May 2024 20:15,514,327,All Island
8 May 2024 20:30,509,341,All Island
8 May 2024 20:45,504,346,All Island
8 May 2024 21:00,499,395,All Island
8 May 2024 21:15,495,447,All Island
8 May 2024 21:30,491,489,All Island
8 May 2024 21:45,487,489,All Island
8 May 2024 22:00,483,534,All Island
8 May 2024 22:15,486,526,All Island
8 May 2024 22:30,490,545,All Island
8 May 2024 22:45,493,515,All Island
8 May 2024 23:00,497,495,All Island
8 May 2024 23:15,483,499,All Island
8 May 2024 23:30,469,506,All Island
8 May 2024 23:45,455,524,All Island
9 May 2024 00:00,444,508,All Island
9 May 2024 00:15,430,494,All Island
9 May 2024 00:30,415,459,All Island
9 May 2024 00:45,401,496,All Island
9 May 2024 01:00,458,471,All Island
9 May 2024 01:15,442,412,All Island
9 May 2024 01:30,426,416,All Island
9 May 2024 01:45,410,368,All Island
9 May 2024 02:00,394,375,All Island
9 May 2024 02:15,388,398,All Island
9 May 2024 02:30,383,379,All Island
9 May 2024 02:45,377,353,All Island
9 May 2024 03:00,372,320,All Island
9 May 2024 03:15,359,319,All Island
9 May 2024 03:30,347,319,All Island
9 May 2024 03:45,334,308,All Island
9 May 2024 04:00,321,295,All Island
9 May 2024 04:15,315,289,All Island
9 May 2024 04:30,309,318,All Island
9 May 2024 04:45,303,314,All Island
9 May 2024 05:00,297,291,All Island
9 May 2024 05:15,298,307,All Island
9 May 2024 05:30,299,327,All Island
9 May 2024 05:45,299,330,All Island
9 May 2024 06:00,300,345,All Island
9 May 2024 06:15,313,355,All Island
9 May 2024 06:30,325,391,All Island
9 May 2024 06:45,338,399,All Island
9 May 2024 07:00,335,399,All Island
9 May 2024 07:15,336,425,All Island
9 May 2024 07:30,337,434,All Island
9 May 2024 07:45,339,443,All Island
9 May 2024 08:00,340,405,All Island
9 May 2024 08:15,334,422,All Island
9 May 2024 08:30,328,400,All Island
9 May 2024 08:45,322,383,All Island
9 May 2024 09:00,316,350,All Island
9 May 2024 09:15,323,328,All Island
9 May 2024 09:30,331,323,All Island
9 May 2024 09:45,339,297,All Island
9 May 2024 10:00,347,296,All Island
9 May 2024 10:15,354,289,All Island
9 May 2024 10:30,360,291,All Island
9 May 2024 10:45,367,292,All Island
9 May 2024 11:00,374,321,All Island
9 May 2024 11:15,384,337,All Island
9 May 2024 11:30,394,387,All Island
9 May 2024 11:45,404,411,All Island
9 May 2024 12:00,414,413,All Island
9 May 2024 12:15,412,466,All Island
9 May 2024 12:30,410,534,All Island
9 May 2024 12:45,408,588,All Island
9 May 2024 13:00,387,577,All Island
9 May 2024 13:15,395,592,All Island
9 May 2024 13:30,403,573,All Island
9 May 2024 13:45,411,556,All Island
9 May 2024 14:00,419,583,All Island
9 May 2024 14:15,453,624,All Island
9 May 2024 14:30,487,602,All Island
9 May 2024 14:45,521,626,All Island
9 May 2024 15:00,555,618,All Island
9 May 2024 15:15,584,650,All Island
9 May 2024 15:30,613,664,All Island
9 May 2024 15:45,643,677,All Island
9 May 2024 16:00,672,717,All Island
9 May 2024 16:15,695,693,All Island
9 May 2024 16:30,719,698,All Island
9 May 2024 16:45,742,706,All Island
9 May 2024 17:00,765,710,All Island
9 May 2024 17:15,763,674,All Island
9 May 2024 17:30,762,656,All Island
9 May 2024 17:45,760,641,All Island
9 May 2024 18:00,758,620,All Island
9 May 2024 18:15,731,573,All Island
9 May 2024 18:30,704,518,All Island
9 May 2024 18:45,677,518,All Island
9 May 2024 19:00,560,528,All Island
9 May 2024 19:15,546,509,All Island
9 May 2024 19:30,532,484,All Island
9 May 2024 19:45,518,494,All Island
9 May 2024 20:00,503,487,All Island
9 May 2024 20:15,510,564,All Island
9 May 2024 20:30,517,606,All Island
9 May 2024 20:45,523,667,All Island
9 May 2024 21:00,530,706,All Island
9 May 2024 21:15,568,762,All Island
9 May 2024 21:30,607,829,All Island
9 May 2024 21:45,645,852,All Island
9 May 2024 22:00,683,925,All Island
9 May 2024 22:15,728,1017,All Island
9 May 2024 22:30,773,1054,All Island
9 May 2024 22:45,817,1042,All Island
9 May 2024 23:00,862,1074,All Island
9 May 2024 23:15,874,1136,All Island
9 May 2024 23:30,886,1145,All Island
9 May 2024 23:45,898,1113,All Island
10 May 2024 00:00,910,1097,All Island
10 May 2024 00:15,917,1096,All Island
10 May 2024 00:30,924,1095,All Island
10 May 2024 00:45,931,1139,All Island
10 May 2024 01:00,791,1093,All Island
10 May 2024 01:15,801,1012,All Island
10 May 2024 01:30,810,1003,All Island
10 May 2024 01:45,820,999,All Island
10 May 2024 02:00,829,987,All Island
10 May 2024 02:15,839,992,All Island
10 May 2024 02:30,848,940,All Island
10 May 2024 02:45,858,864,All Island
10 May 2024 03:00,867,787,All Island
10 May 2024 03:15,862,785,All Island
10 May 2024 03:30,857,772,All Island
10 May 2024 03:45,852,755,All Island
10 May 2024 04:00,846,793,All Island
10 May 2024 04:15,861,822,All Island
10 May 2024 04:30,876,828,All Island
10 May 2024 04:45,891,826,All Island
10 May 2024 05:00,906,802,All Island
10 May 2024 05:15,917,805,All Island
10 May 2024 05:30,927,797,All Island
10 May 2024 05:45,938,771,All Island
10 May 2024 06:00,949,756,All Island
10 May 2024 06:15,958,746,All Island
10 May 2024 06:30,968,781,All Island
10 May 2024 06:45,977,786,All Island
10 May 2024 07:00,886,764,All Island
10 May 2024 07:15,837,721,All Island
10 May 2024 07:30,789,704,All Island
10 May 2024 07:45,740,695,All Island
10 May 2024 08:00,692,687,All Island
10 May 2024 08:15,660,659,All Island
10 May 2024 08:30,629,641,All Island
10 May 2024 08:45,597,620,All Island
10 May 2024 09:00,566,660,All Island
10 May 2024 09:15,582,682,All Island
10 May 2024 09:30,598,689,All Island
10 May 2024 09:45,614,681,All Island
10 May 2024 10:00,630,667,All Island
10 May 2024 10:15,673,655,All Island
10 May 2024 10:30,716,677,All Island
10 May 2024 10:45,759,712,All Island
10 May 2024 11:00,802,728,All Island
10 May 2024 11:15,831,761,All Island
10 May 2024 11:30,861,762,All Island
10 May 2024 11:45,891,783,All Island
10 May 2024 12:00,921,841,All Island
10 May 2024 12:15,940,912,All Island
10 May 2024 12:30,959,921,All Island
10 May 2024 12:45,977,988,All Island
10 May 2024 13:00,852,1003,All Island
10 May 2024 13:15,855,988,All Island
10 May 2024 13:30,858,1026,All Island
10 May 2024 13:45,861,999,All Island
10 May 2024 14:00,864,1004,All Island
10 May 2024 14:15,857,1085,All Island
10 May 2024 14:30,850,1123,All Island
10 May 2024 14:45,844,1064,All Island
10 May 2024 15:00,837,1062,All Island
10 May 2024 15:15,820,1050,All Island
10 May 2024 15:30,803,1015,All Island
10 May 2024 15:45,787,998,All Island
10 May 2024 16:00,770,966,All Island
10 May 2024 16:15,762,917,All Island
10 May 2024 16:30,754,909,All Island
10 May 2024 16:45,746,902,All Island
10 May 2024 17:00,793,901,All Island
10 May 2024 17:15,740,858,All Island
10 May 2024 17:30,740,857,All Island
10 May 2024 17:45,740,852,All Island
10 May 2024 18:00,740,846,All Island
10 May 2024 18:15,735,858,All Island
10 May 2024 18:30,730,843,All Island
10 May 2024 18:45,724,821,All Island
10 May 2024 19:00,650,814,All Island
10 May 2024 19:15,631,817,All Island
10 May 2024 19:30,611,787,All Island
10 May 2024 19:45,592,707,All Island
10 May 2024 20:00,573,654,All Island
10 May 2024 20:15,564,637,All Island
10 May 2024 20:30,556,630,All Island
10 May 2024 20:45,547,655,All Island
10 May 2024 21:00,538,649,All Island
10 May 2024 21:15,545,656,All Island
10 May 2024 21:30,552,698,All Island
10 May 2024 21:45,558,707,All Island
10 May 2024 22:00,565,713,All Island
10 May 2024 22:15,564,739,All Island
10 May 2024 22:30,563,765,All Island
10 May 2024 22:45,561,726,All Island
10 May 2024 23:00,560,737,All Island
10 May 2024 23:15,544,753,All Island
10 May 2024 23:30,529,749,All Island
10 May 2024 23:45,513,746,All Island
11 May 2024 00:00,497,775,All Island
11 May 2024 00:15,490,798,All Island
11 May 2024 00:30,483,790,All Island
11 May 2024 00:45,476,786,All Island
11 May 2024 01:00,566,783,All Island
11 May 2024 01:15,583,794,All Island
11 May 2024 01:30,600,835,All Island
11 May 2024 01:45,617,840,All Island
11 May 2024 02:00,633,849,All Island
11 May 2024 02:15,634,874,All Island
11 May 2024 02:30,635,819,All Island
11 May 2024 02:45,635,797,All Island
11 May 2024 03:00,636,778,All Island
11 May 2024 03:15,633,779,All Island
11 May 2024 03:30,629,771,All Island
11 May 2024 03:45,626,780,All Island
11 May 2024 04:00,623,772,All Island
11 May 2024 04:15,630,739,All Island
11 May 2024 04:30,637,728,All Island
11 May 2024 04:45,644,697,All Island
11 May 2024 05:00,651,705,All Island
11 May 2024 05:15,662,731,All Island
11 May 2024 05:30,672,754,All Island
11 May 2024 05:45,683,775,All Island
11 May 2024 06:00,694,775,All Island
11 May 2024 06:15,722,758,All Island
11 May 2024 06:30,751,746,All Island
11 May 2024 06:45,779,723,All Island
11 May 2024 07:00,674,687,All Island
11 May 2024 07:15,674,646,All Island
11 May 2024 07:30,674,595,All Island
11 May 2024 07:45,674,589,All Island
11 May 2024 08:00,674,563,All Island
11 May 2024 08:15,646,528,All Island
11 May 2024 08:30,617,512,All Island
11 May 2024 08:45,588,488,All Island
11 May 2024 09:00,560,488,All Island
11 May 2024 09:15,557,502,All Island
11 May 2024 09:30,555,545,All Island
11 May 2024 09:45,552,645,All Island
11 May 2024 10:00,549,734,All Island
11 May 2024 10:15,599,846,All Island
11 May 2024 10:30,648,948,All Island
11 May 2024 10:45,698,1046,All Island
11 May 2024 11:00,747,1179,All Island
11 May 2024 11:15,796,1311,All Island
11 May 2024 11:30,844,1456,All Island
11 May 2024 11:45,893,1513,All Island
11 May 2024 12:00,942,1561,All Island
11 May 2024 12:15,990,1562,All Island
11 May 2024 12:30,1039,1630,All Island
11 May 2024 12:45,1088,1588,All Island
11 May 2024 13:00,1162,1544,All Island
11 May 2024 13:15,1192,1477,All Island
11 May 2024 13:30,1222,1458,All Island
11 May 2024 13:45,1252,1432,All Island
11 May 2024 14:00,1282,1425,All Island
11 May 2024 14:15,1301,1417,All Island
11 May 2024 14:30,1321,1394,All Island
11 May 2024 14:45,1340,1373,All Island
11 May 2024 15:00,1360,1326,All Island
11 May 2024 15:15,1343,1418,All Island
11 May 2024 15:30,1327,1281,All Island
11 May 2024 15:45,1311,1275,All Island
11 May 2024 16:00,1294,1225,All Island
11 May 2024 16:15,1271,1160,All Island
11 May 2024 16:30,1248,1074,All Island
11 May 2024 16:45,1225,1028,All Island
11 May 2024 17:00,1202,942,All Island
11 May 2024 17:15,1194,944,All Island
11 May 2024 17:30,1185,932,All Island
11 May 2024 17:45,1177,879,All Island
11 May 2024 18:00,1168,835,All Island
11 May 2024 18:15,1130,860,All Island
11 May 2024 18:30,1091,794,All Island
11 May 2024 18:45,1052,771,All Island
11 May 2024 19:00,1004,707,All Island
11 May 2024 19:15,952,740,All Island
11 May 2024 19:30,900,669,All Island
11 May 2024 19:45,849,611,All Island
11 May 2024 20:00,797,582,All Island
11 May 2024 20:15,759,552,All Island
11 May 2024 20:30,721,564,All Island
11 May 2024 20:45,683,585,All Island
11 May 2024 21:00,645,612,All Island
11 May 2024 21:15,634,625,All Island
11 May 2024 21:30,623,621,All Island
11 May 2024 21:45,612,676,All Island
11 May 2024 22:00,601,645,All Island
11 May 2024 22:15,601,674,All Island
11 May 2024 22:30,601,669,All Island
11 May 2024 22:45,602,638,All Island
11 May 2024 23:00,602,616,All Island
11 May 2024 23:15,584,624,All Island
11 May 2024 23:30,566,611,All Island
11 May 2024 23:45,547,598,All Island
12 May 2024 00:00,529,562,All Island
12 May 2024 00:15,506,463,All Island
12 May 2024 00:30,482,455,All Island
12 May 2024 00:45,459,469,All Island
12 May 2024 01:00,403,435,All Island
12 May 2024 01:15,390,393,All Island
12 May 2024 01:30,377,372,All Island
12 May 2024 01:45,364,354,All Island
12 May 2024 02:00,351,297,All Island
12 May 2024 02:15,343,267,All Island
12 May 2024 02:30,335,249,All Island
12 May 2024 02:45,326,235,All Island
12 May 2024 03:00,318,206,All Island
12 May 2024 03:15,301,186,All Island
12 May 2024 03:30,284,169,All Island
12 May 2024 03:45,266,164,All Island
12 May 2024 04:00,249,148,All Island
12 May 2024 04:15,235,137,All Island
12 May 2024 04:30,221,141,All Island
12 May 2024 04:45,207,130,All Island
12 May 2024 05:00,193,135,All Island
12 May 2024 05:15,181,146,All Island
12 May 2024 05:30,170,141,All Island
12 May 2024 05:45,158,132,All Island
12 May 2024 06:00,146,121,All Island
12 May 2024 06:15,141,122,All Island
12 May 2024 06:30,135,121,All Island
12 May 2024 06:45,130,86,All Island
12 May 2024 07:00,97,84,All Island
12 May 2024 07:15,91,82,All Island
12 May 2024 07:30,85,136,All Island
12 May 2024 07:45,79,145,All Island
12 May 2024 08:00,72,132,All Island
12 May 2024 08:15,68,128,All Island
12 May 2024 08:30,63,122,All Island
12 May 2024 08:45,59,129,All Island
12 May 2024 09:00,54,178,All Island
12 May 2024 09:15,57,168,All Island
12 May 2024 09:30,59,139,All Island
12 May 2024 09:45,62,146,All Island
12 May 2024 10:00,65,134,All Island
12 May 2024 10:15,69,142,All Island
12 May 2024 10:30,74,148,All Island
12 May 2024 10:45,78,151,All Island
12 May 2024 11:00,83,194,All Island
12 May 2024 11:15,93,204,All Island
12 May 2024 11:30,104,222,All Island
12 May 2024 11:45,114,245,All Island
12 May 2024 12:00,124,271,All Island
12 May 2024 12:15,135,291,All Island
12 May 2024 12:30,145,271,All Island
12 May 2024 12:45,156,233,All Island
12 May 2024 13:00,154,221,All Island
12 May 2024 13:15,177,214,All Island
12 May 2024 13:30,199,230,All Island
12 May 2024 13:45,222,254,All Island
12 May 2024 14:00,244,287,All Island
12 May 2024 14:15,239,289,All Island
12 May 2024 14:30,234,273,All Island
12 May 2024 14:45,229,292,All Island
12 May 2024 15:00,224,317,All Island
12 May 2024 15:15,221,322,All Island
12 May 2024 15:30,218,298,All Island
12 May 2024 15:45,215,320,All Island
12 May 2024 16:00,212,312,All Island
12 May 2024 16:15,207,290,All Island
12 May 2024 16:30,201,286,All Island
12 May 2024 16:45,195,284,All Island
12 May 2024 17:00,190,223,All Island
12 May 2024 17:15,182,207,All Island
12 May 2024 17:30,175,181,All Island
12 May 2024 17:45,168,147,All Island
12 May 2024 18:00,161,156,All Island
12 May 2024 18:15,156,140,All Island
12 May 2024 18:30,152,163,All Island
12 May 2024 18:45,147,129,All Island
12 May 2024 19:00,100,103,All Island
12 May 2024 19:15,101,110,All Island
12 May 2024 19:30,101,101,All Island
12 May 2024 19:45,101,89,All Island
12 May 2024 20:00,101,85,All Island
12 May 2024 20:15,95,110,All Island
12 May 2024 20:30,89,87,All Island
12 May 2024 20:45,83,91,All Island
12 May 2024 21:00,77,70,All Island
12 May 2024 21:15,91,78,All Island
12 May 2024 21:30,105,74,All Island
12 May 2024 21:45,118,85,All Island
12 May 2024 22:00,132,86,All Island
12 May 2024 22:15,144,83,All Island
12 May 2024 22:30,156,96,All Island
12 May 2024 22:45,168,100,All Island
12 May 2024 23:00,180,127,All Island
12 May 2024 23:15,191,157,All Island
12 May 2024 23:30,201,203,All Island
12 May 2024 23:45,211,292,All Island
13 May 2024 00:00,222,345,All Island
13 May 2024 00:15,230,409,All Island
13 May 2024 00:30,237,491,All Island
13 May 2024 00:45,245,517,All Island
13 May 2024 01:00,373,621,All Island
13 May 2024 01:15,435,745,All Island
13 May 2024 01:30,497,821,All Island
13 May 2024 01:45,559,913,All Island
13 May 2024 02:00,621,811,All Island
13 May 2024 02:15,688,857,All Island
13 May 2024 02:30,756,1029,All Island
13 May 2024 02:45,823,1054,All Island
13 May 2024 03:00,891,1049,All Island
13 May 2024 03:15,952,1069,All Island
13 May 2024 03:30,1013,922,All Island
13 May 2024 03:45,1074,948,All Island
13 May 2024 04:00,1135,981,All Island
13 May 2024 04:15,1184,984,All Island
13 May 2024 04:30,1232,1007,All Island
13 May 2024 04:45,1281,1033,All Island
13 May 2024 05:00,1329,1308,All Island
13 May 2024 05:15,1374,1441,All Island
13 May 2024 05:30,1419,1458,All Island
13 May 2024 05:45,1464,1400,All Island
13 May 2024 06:00,1509,1534,All Island
13 May 2024 06:15,1541,1803,All Island
13 May 2024 06:30,1573,1949,All Island
13 May 2024 06:45,1606,1992,All Island
13 May 2024 07:00,2472,2065,All Island
13 May 2024 07:15,2522,2151,All Island
13 May 2024 07:30,2566,2329,All Island
13 May 2024 07:45,2603,2588,All Island
13 May 2024 08:00,2635,2606,All Island
13 May 2024 08:15,2660,2614,All Island
13 May 2024 08:30,2678,2593,All Island
13 May 2024 08:45,2689,2615,All Island
13 May 2024 09:00,2694,2552,All Island
13 May 2024 09:15,2693,2610,All Island
13 May 2024 09:30,2690,2465,All Island
13 May 2024 09:45,2686,2427,All Island
13 May 2024 10:00,2680,2317,All Island
13 May 2024 10:15,2672,2217,All Island
13 May 2024 10:30,2663,2259,All Island
13 May 2024 10:45,2653,2199,All Island
13 May 2024 11:00,2646,2188,All Island
13 May 2024 11:15,2636,2181,All Island
13 May 2024 11:30,2624,2138,All Island
13 May 2024 11:45,2609,2095,All Island
13 May 2024 12:00,2595,2095,All Island
13 May 2024 12:15,2579,2140,All Island
13 May 2024 12:30,2561,2163,All Island
13 May 2024 12:45,2544,2118,All Island
13 May 2024 13:00,1858,2044,All Island
13 May 2024 13:15,1844,1894,All Island
13 May 2024 13:30,1830,1823,All Island
13 May 2024 13:45,1817,1736,All Island
13 May 2024 14:00,1803,1695,All Island
13 May 2024 14:15,1783,1656,All Island
13 May 2024 14:30,1762,1650,All Island
13 May 2024 14:45,1741,1580,All Island
13 May 2024 15:00,1721,1560,All Island
13 May 2024 15:15,1669,1533,All Island
13 May 2024 15:30,1618,1516,All Island
13 May 2024 15:45,1566,1515,All Island
13 May 2024 16:00,1514,1492,All Island
13 May 2024 16:15,1470,1500,All Island
13 May 2024 16:30,1426,1402,All Island
13 May 2024 16:45,1382,1380,All Island
13 May 2024 17:00,1338,1330,All Island
13 May 2024 17:15,1294,1321,All Island
13 May 2024 17:30,1250,1329,All Island
13 May 2024 17:45,1205,1262,All Island
13 May 2024 18:00,1161,1241,All Island
13 May 2024 18:15,1126,1211,All Island
13 May 2024 18:30,1090,1205,All Island
13 May 2024 18:45,1055,1158,All Island
13 May 2024 19:00,887,1112,All Island
13 May 2024 19:15,872,1104,All Island
13 May 2024 19:30,858,1071,All Island
13 May 2024 19:45,843,1033,All Island
13 May 2024 20:00,829,1012,All Island
13 May 2024 20:15,783,955,All Island
13 May 2024 20:30,738,905,All Island
13 May 2024 20:45,692,817,All Island
13 May 2024 21:00,647,828,All Island
13 May 2024 21:15,629,821,All Island
13 May 2024 21:30,612,803,All Island
13 May 2024 21:45,594,811,All Island
13 May 2024 22:00,576,842,All Island
13 May 2024 22:15,563,829,All Island
13 May 2024 22:30,549,803,All Island
13 May 2024 22:45,535,794,All Island
13 May 2024 23:00,522,751,All Island
13 May 2024 23:15,509,741,All Island
13 May 2024 23:30,496,784,All Island
13 May 2024 23:45,483,734,All Island
14 May 2024 00:00,470,615,All Island
14 May 2024 00:15,463,608,All Island
14 May 2024 00:30,457,584,All Island
14 May 2024 00:45,450,565,All Island
14 May 2024 01:00,399,534,All Island
14 May 2024 01:15,396,627,All Island
14 May 2024 01:30,392,622,All Island
14 May 2024 01:45,389,582,All Island
14 May 2024 02:00,386,577,All Island
14 May 2024 02:15,370,569,All Island
14 May 2024 02:30,354,555,All Island
14 May 2024 02:45,338,484,All Island
14 May 2024 03:00,322,483,All Island
14 May 2024 03:15,313,465,All Island
14 May 2024 03:30,305,396,All Island
14 May 2024 03:45,297,409,All Island
14 May 2024 04:00,289,398,All Island
14 May 2024 04:15,297,398,All Island
14 May 2024 04:30,305,428,All Island
14 May 2024 04:45,313,444,All Island
14 May 2024 05:00,321,460,All Island
14 May 2024 05:15,337,459,All Island
14 May 2024 05:30,353,428,All Island
14 May 2024 05:45,370,456,All Island
14 May 2024 06:00,386,435,All Island
14 May 2024 06:15,396,472,All Island
14 May 2024 06:30,405,501,All Island
14 May 2024 06:45,415,510,All Island
14 May 2024 07:00,459,502,All Island
14 May 2024 07:15,463,488,All Island
14 May 2024 07:30,466,467,All Island
14 May 2024 07:45,470,478,All Island
14 May 2024 08:00,474,482,All Island
14 May 2024 08:15,486,495,All Island
14 May 2024 08:30,497,526,All Island
14 May 2024 08:45,509,554,All Island
14 May 2024 09:00,521,577,All Island
14 May 2024 09:15,533,580,All Island
14 May 2024 09:30,545,606,All Island
14 May 2024 09:45,557,630,All Island
14 May 2024 10:00,569,654,All Island
14 May 2024 10:15,577,667,All Island
14 May 2024 10:30,585,663,All Island
14 May 2024 10:45,593,673,All Island
14 May 2024 11:00,601,694,All Island
14 May 2024 11:15,609,709,All Island
14 May 2024 11:30,616,744,All Island
14 May 2024 11:45,624,718,All Island
14 May 2024 12:00,632,730,All Island
14 May 2024 12:15,632,739,All Island
14 May 2024 12:30,631,718,All Island
14 May 2024 12:45,631,670,All Island
14 May 2024 13:00,624,652,All Island
14 May 2024 13:15,630,709,All Island
14 May 2024 13:30,636,744,All Island
14 May 2024 13:45,642,745,All Island
14 May 2024 14:00,647,759,All Island
14 May 2024 14:15,655,731,All Island
14 May 2024 14:30,663,755,All Island
14 May 2024 14:45,670,762,All Island
14 May 2024 15:00,678,821,All Island
14 May 2024 15:15,686,732,All Island
14 May 2024 15:30,694,713,All Island
14 May 2024 15:45,702,757,All Island
14 May 2024 16:00,712,739,All Island
14 May 2024 16:15,733,723,All Island
14 May 2024 16:30,755,800,All Island
14 May 2024 16:45,776,733,All Island
14 May 2024 17:00,798,712,All Island
14 May 2024 17:15,803,679,All Island
14 May 2024 17:30,809,720,All Island
14 May 2024 17:45,814,737,All Island
14 May 2024 18:00,820,688,All Island
14 May 2024 18:15,817,683,All Island
14 May 2024 18:30,815,625,All Island
14 May 2024 18:45,813,601,All Island
14 May 2024 19:00,768,633,All Island
14 May 2024 19:15,777,649,All Island
14 May 2024 19:30,786,680,All Island
14 May 2024 19:45,795,686,All Island
14 May 2024 20:00,803,662,All Island
14 May 2024 20:15,807,699,All Island
14 May 2024 20:30,810,696,All Island
14 May 2024 20:45,813,726,All Island
14 May 2024 21:00,816,784,All Island
14 May 2024 21:15,812,808,All Island
14 May 2024 21:30,809,821,All Island
14 May 2024 21:45,805,847,All Island
14 May 2024 22:00,801,890,All Island
14 May 2024 22:15,792,929,All Island
14 May 2024 22:30,784,992,All Island
14 May 2024 22:45,776,990,All Island
14 May 2024 23:00,767,1014,All Island
14 May 2024 23:15,778,987,All Island
14 May 2024 23:30,790,1041,All Island
14 May 2024 23:45,801,991,All Island
15 May 2024 00:00,812,1036,All Island
15 May 2024 00:15,830,1077,All Island
15 May 2024 00:30,848,1084,All Island
15 May 2024 00:45,867,1090,All Island
15 May 2024 01:00,838,1071,All Island
15 May 2024 01:15,847,1140,All Island
15 May 2024 01:30,857,1139,All Island
15 May 2024 01:45,866,1164,All Island
15 May 2024 02:00,876,1129,All Island
15 May 2024 02:15,880,1160,All Island
15 May 2024 02:30,884,1145,All Island
15 May 2024 02:45,889,1097,All Island
15 May 2024 03:00,893,1077,All Island
15 May 2024 03:15,886,1058,All Island
15 May 2024 03:30,879,1051,All Island
15 May 2024 03:45,872,995,All Island
15 May 2024 04:00,866,995,All Island
15 May 2024 04:15,860,1047,All Island
15 May 2024 04:30,854,1035,All Island
15 May 2024 04:45,849,1034,All Island
15 May 2024 05:00,843,1072,All Island
15 May 2024 05:15,832,1052,All Island
15 May 2024 05:30,820,1054,All Island
15 May 2024 05:45,808,1003,All Island
15 May 2024 06:00,797,969,All Island
15 May 2024 06:15,775,970,All Island
15 May 2024 06:30,754,977,All Island
15 May 2024 06:45,732,990,All Island
15 May 2024 07:00,685,957,All Island
15 May 2024 07:15,685,955,All Island
15 May 2024 07:30,684,897,All Island
15 May 2024 07:45,684,819,All Island
15 May 2024 08:00,683,785,All Island
15 May 2024 08:15,679,754,All Island
15 May 2024 08:30,675,730,All Island
15 May 2024 08:45,671,707,All Island
15 May 2024 09:00,667,643,All Island
15 May 2024 09:15,663,664,All Island
15 May 2024 09:30,659,636,All Island
15 May 2024 09:45,654,595,All Island
15 May 2024 10:00,650,627,All Island
15 May 2024 10:15,668,621,All Island
15 May 2024 10:30,687,659,All Island
15 May 2024 10:45,705,653,All Island
15 May 2024 11:00,724,634,All Island
15 May 2024 11:15,738,696,All Island
15 May 2024 11:30,753,710,All Island
15 May 2024 11:45,767,764,All Island
15 May 2024 12:00,782,760,All Island
15 May 2024 12:15,783,782,All Island
15 May 2024 12:30,785,768,All Island
15 May 2024 12:45,786,804,All Island
15 May 2024 13:00,788,797,All Island
15 May 2024 13:15,783,832,All Island
15 May 2024 13:30,777,790,All Island
15 May 2024 13:45,772,693,All Island
15 May 2024 14:00,767,674,All Island
15 May 2024 14:15,753,667,All Island
15 May 2024 14:30,739,647,All Island
15 May 2024 14:45,725,664,All Island
15 May 2024 15:00,711,683,All Island
15 May 2024 15:15,699,681,All Island
15 May 2024 15:30,687,654,All Island
15 May 2024 15:45,675,650,All Island
15 May 2024 16:00,667,658,All Island
15 May 2024 16:15,654,658,All Island
15 May 2024 16:30,641,609,All Island
15 May 2024 16:45,628,662,All Island
15 May 2024 17:00,615,691,All Island
15 May 2024 17:15,582,685,All Island
15 May 2024 17:30,549,625,All Island
15 May 2024 17:45,516,571,All Island
15 May 2024 18:00,483,575,All Island
15 May 2024 18:15,471,533,All Island
15 May 2024 18:30,459,517,All Island
15 May 2024 18:45,447,513,All Island
15 May 2024 19:00,343,477,All Island
15 May 2024 19:15,340,435,All Island
15 May 2024 19:30,337,404,All Island
15 May 2024 19:45,334,368,All Island
15 May 2024 20:00,330,343,All Island
15 May 2024 20:15,335,319,All Island
15 May 2024 20:30,340,323,All Island
15 May 2024 20:45,345,324,All Island
15 May 2024 21:00,350,324,All Island
15 May 2024 21:15,356,320,All Island
15 May 2024 21:30,363,340,All Island
15 May 2024 21:45,370,399,All Island
15 May 2024 22:00,377,414,All Island
15 May 2024 22:15,369,414,All Island
15 May 2024 22:30,361,394,All Island
15 May 2024 22:45,354,414,All Island
15 May 2024 23:00,346,410,All Island
15 May 2024 23:15,334,381,All Island
15 May 2024 23:30,322,351,All Island
15 May 2024 23:45,310,356,All Island
16 May 2024 00:00,297,334,All Island
16 May 2024 00:15,292,316,All Island
16 May 2024 00:30,287,309,All Island
16 May 2024 00:45,282,284,All Island
16 May 2024 01:00,252,278,All Island
